Mes,Unidad,Sucursal,Perspectiva,Indicador,Valor,Unidad de Medida
2024-08,Oficial 056,Sucursal 19,Experiencia,Satisfacción del cliente,87.09,Puntos
2024-08,Oficial 056,Sucursal 19,Experiencia,Tasa de reclamos,94.6,%
2024-08,Oficial 056,Sucursal 19,Experiencia,Tiempo de espera,73.46,Horas
2024-08,Oficial 057,Sucursal 19,Eficiencia,Tiempo de procesamiento,78.88,Horas
2024-08,Oficial 057,Sucursal 19,Eficiencia,Clientes atendidos por hora,79.33,Horas
2024-08,Oficial 057,Sucursal 19,Eficiencia,Tasa de errores,67.7,%
2024-08,Oficial 057,Sucursal 19,Calidad,Revisión manual necesaria,64.2,Horas
2024-08,Oficial 057,Sucursal 19,Calidad,Tasa de rechazo,91.47,%
2024-08,Oficial 057,Sucursal 19,Calidad,Cumplimiento de normativa,68.79,Horas
2024-08,Oficial 057,Sucursal 19,Experiencia,Satisfacción del cliente,74.06,Puntos
2024-08,Oficial 057,Sucursal 19,Experiencia,Tasa de reclamos,73.9,%
2024-08,Oficial 057,Sucursal 19,Experiencia,Tiempo de espera,99.21,Horas
2024-08,Oficial 058,Sucursal 20,Eficiencia,Tiempo de procesamiento,67.77,Horas
2024-08,Oficial 058,Sucursal 20,Eficiencia,Clientes atendidos por hora,61.26,Horas
2024-08,Oficial 058,Sucursal 20,Eficiencia,Tasa de errores,66.36,%
2024-08,Oficial 058,Sucursal 20,Calidad,Revisión manual necesaria,74.63,Horas
2024-08,Oficial 058,Sucursal 20,Calidad,Tasa de rechazo,65.48,%
2024-08,Oficial 058,Sucursal 20,Calidad,Cumplimiento de normativa,86.31,Horas
2024-08,Oficial 058,Sucursal 20,Experiencia,Satisfacción del cliente,93.76,Puntos
2024-08,Oficial 058,Sucursal 20,Experiencia,Tasa de reclamos,76.98,%
2024-08,Oficial 058,Sucursal 20,Experiencia,Tiempo de espera,66.24,Horas
2024-08,Oficial 059,Sucursal 20,Eficiencia,Tiempo de procesamiento,64.13,Horas
2024-08,Oficial 059,Sucursal 20,Eficiencia,Clientes atendidos por hora,71.29,Horas
2024-08,Oficial 059,Sucursal 20,Eficiencia,Tasa de errores,69.62,%
2024-08,Oficial 059,Sucursal 20,Calidad,Revisión manual necesaria,61.28,Horas
2024-08,Oficial 059,Sucursal 20,Calidad,Tasa de rechazo,98.2,%
2024-08,Oficial 059,Sucursal 20,Calidad,Cumplimiento de normativa,64.47,Horas
2024-08,Oficial 059,Sucursal 20,Experiencia,Satisfacción del cliente,78.3,Puntos
2024-08,Oficial 059,Sucursal 20,Experiencia,Tasa de reclamos,88.81,%
2024-08,Oficial 059,Sucursal 20,Experiencia,Tiempo de espera,60.71,Horas
2024-08,Oficial 060,Sucursal 20,Eficiencia,Tiempo de procesamiento,97.26,Horas
2024-08,Oficial 060,Sucursal 20,Eficiencia,Clientes atendidos por hora,87.25,Horas
2024-08,Oficial 060,Sucursal 20,Eficiencia,Tasa de errores,67.67,%
2024-08,Oficial 060,Sucursal 20,Calidad,Revisión manual necesaria,96.21,Horas
2024-08,Oficial 060,Sucursal 20,Calidad,Tasa de rechazo,86.42,%
2024-08,Oficial 060,Sucursal 20,Calidad,Cumplimiento de normativa,77.16,Horas
2024-08,Oficial 060,Sucursal 20,Experiencia,Satisfacción del cliente,82.95,Puntos
2024-08,Oficial 060,Sucursal 20,Experiencia,Tasa de reclamos,66.23,%
2024-08,Oficial 060,Sucursal 20,Experiencia,Tiempo de espera,71.1,Horas
2024-08,Oficial 061,Sucursal 21,Eficiencia,Tiempo de procesamiento,61.78,Horas
2024-08,Oficial 061,Sucursal 21,Eficiencia,Clientes atendidos por hora,77.02,Horas
2024-08,Oficial 061,Sucursal 21,Eficiencia,Tasa de errores,77.86,%
2024-08,Oficial 061,Sucursal 21,Calidad,Revisión manual necesaria,88.65,Horas
2024-08,Oficial 061,Sucursal 21,Calidad,Tasa de rechazo,86.0,%
2024-08,Oficial 061,Sucursal 21,Calidad,Cumplimiento de normativa,77.75,Horas
2024-08,Oficial 061,Sucursal 21,Experiencia,Satisfacción del cliente,66.32,Puntos
2024-08,Oficial 061,Sucursal 21,Experiencia,Tasa de reclamos,64.69,%
2024-08,Oficial 061,Sucursal 21,Experiencia,Tiempo de espera,98.91,Horas
2024-08,Oficial 062,Sucursal 21,Eficiencia,Tiempo de procesamiento,81.89,Horas
2024-08,Oficial 062,Sucursal 21,Eficiencia,Clientes atendidos por hora,86.42,Horas
2024-08,Oficial 062,Sucursal 21,Eficiencia,Tasa de errores,75.39,%
2024-08,Oficial 062,Sucursal 21,Calidad,Revisión manual necesaria,67.37,Horas
2024-08,Oficial 062,Sucursal 21,Calidad,Tasa de rechazo,60.08,%
2024-08,Oficial 062,Sucursal 21,Calidad,Cumplimiento de normativa,66.46,Horas
2024-08,Oficial 062,Sucursal 21,Experiencia,Satisfacción del cliente,79.23,Puntos
2024-08,Oficial 062,Sucursal 21,Experiencia,Tasa de reclamos,63.77,%
2024-08,Oficial 062,Sucursal 21,Experiencia,Tiempo de espera,64.16,Horas
2024-08,Oficial 063,Sucursal 21,Eficiencia,Tiempo de procesamiento,76.04,Horas
2024-08,Oficial 063,Sucursal 21,Eficiencia,Clientes atendidos por hora,96.39,Horas
2024-08,Oficial 063,Sucursal 21,Eficiencia,Tasa de errores,74.34,%
2024-08,Oficial 063,Sucursal 21,Calidad,Revisión manual necesaria,90.62,Horas
2024-08,Oficial 063,Sucursal 21,Calidad,Tasa de rechazo,69.0,%
2024-08,Oficial 063,Sucursal 21,Calidad,Cumplimiento de normativa,83.39,Horas
2024-08,Oficial 063,Sucursal 21,Experiencia,Satisfacción del cliente,97.86,Puntos
2024-08,Oficial 063,Sucursal 21,Experiencia,Tasa de reclamos,81.84,%
2024-08,Oficial 063,Sucursal 21,Experiencia,Tiempo de espera,75.33,Horas
2024-08,Oficial 064,Sucursal 22,Eficiencia,Tiempo de procesamiento,64.26,Horas
2024-08,Oficial 064,Sucursal 22,Eficiencia,Clientes atendidos por hora,86.34,Horas
2024-08,Oficial 064,Sucursal 22,Eficiencia,Tasa de errores,94.99,%
2024-08,Oficial 064,Sucursal 22,Calidad,Revisión manual necesaria,90.93,Horas
2024-08,Oficial 064,Sucursal 22,Calidad,Tasa de rechazo,89.03,%
2024-08,Oficial 064,Sucursal 22,Calidad,Cumplimiento de normativa,66.65,Horas
2024-08,Oficial 064,Sucursal 22,Experiencia,Satisfacción del cliente,99.1,Puntos
2024-08,Oficial 064,Sucursal 22,Experiencia,Tasa de reclamos,66.46,%
2024-08,Oficial 064,Sucursal 22,Experiencia,Tiempo de espera,91.77,Horas
2024-08,Oficial 065,Sucursal 22,Eficiencia,Tiempo de procesamiento,98.27,Horas
2024-08,Oficial 065,Sucursal 22,Eficiencia,Clientes atendidos por hora,93.79,Horas
2024-08,Oficial 065,Sucursal 22,Eficiencia,Tasa de errores,83.12,%
2024-08,Oficial 065,Sucursal 22,Calidad,Revisión manual necesaria,69.45,Horas
2024-08,Oficial 065,Sucursal 22,Calidad,Tasa de rechazo,65.52,%
2024-08,Oficial 065,Sucursal 22,Calidad,Cumplimiento de normativa,90.52,Horas
2024-08,Oficial 065,Sucursal 22,Experiencia,Satisfacción del cliente,96.54,Puntos
2024-08,Oficial 065,Sucursal 22,Experiencia,Tasa de reclamos,78.52,%
2024-08,Oficial 065,Sucursal 22,Experiencia,Tiempo de espera,98.36,Horas
2024-08,Oficial 066,Sucursal 22,Eficiencia,Tiempo de procesamiento,68.44,Horas
2024-08,Oficial 066,Sucursal 22,Eficiencia,Clientes atendidos por hora,69.72,Horas
2024-08,Oficial 066,Sucursal 22,Eficiencia,Tasa de errores,78.17,%
2024-08,Oficial 066,Sucursal 22,Calidad,Revisión manual necesaria,91.92,Horas
2024-08,Oficial 066,Sucursal 22,Calidad,Tasa de rechazo,89.71,%
2024-08,Oficial 066,Sucursal 22,Calidad,Cumplimiento de normativa,78.0,Horas
2024-08,Oficial 066,Sucursal 22,Experiencia,Satisfacción del cliente,88.9,Puntos
2024-08,Oficial 066,Sucursal 22,Experiencia,Tasa de reclamos,69.15,%
2024-08,Oficial 066,Sucursal 22,Experiencia,Tiempo de espera,88.2,Horas
2024-08,Oficial 067,Sucursal 23,Eficiencia,Tiempo de procesamiento,91.82,Horas
2024-08,Oficial 067,Sucursal 23,Eficiencia,Clientes atendidos por hora,85.59,Horas
2024-08,Oficial 067,Sucursal 23,Eficiencia,Tasa de errores,93.93,%
2024-08,Oficial 067,Sucursal 23,Calidad,Revisión manual necesaria,88.74,Horas
2024-08,Oficial 067,Sucursal 23,Calidad,Tasa de rechazo,88.45,%
2024-08,Oficial 067,Sucursal 23,Calidad,Cumplimiento de normativa,77.45,Horas
2024-08,Oficial 067,Sucursal 23,Experiencia,Satisfacción del cliente,80.44,Puntos
2024-08,Oficial 067,Sucursal 23,Experiencia,Tasa de reclamos,68.69,%
2024-08,Oficial 067,Sucursal 23,Experiencia,Tiempo de espera,89.49,Horas
2024-08,Oficial 068,Sucursal 23,Eficiencia,Tiempo de procesamiento,60.33,Horas
2024-08,Oficial 068,Sucursal 23,Eficiencia,Clientes atendidos por hora,80.5,Horas
2024-08,Oficial 068,Sucursal 23,Eficiencia,Tasa de errores,99.25,%
2024-08,Oficial 068,Sucursal 23,Calidad,Revisión manual necesaria,96.84,Horas
2024-08,Oficial 068,Sucursal 23,Calidad,Tasa de rechazo,90.24,%
2024-08,Oficial 068,Sucursal 23,Calidad,Cumplimiento de normativa,98.16,Horas
2024-08,Oficial 068,Sucursal 23,Experiencia,Satisfacción del cliente,84.31,Puntos
2024-08,Oficial 068,Sucursal 23,Experiencia,Tasa de reclamos,61.87,%
2024-08,Oficial 068,Sucursal 23,Experiencia,Tiempo de espera,78.39,Horas
2024-08,Oficial 069,Sucursal 23,Eficiencia,Tiempo de procesamiento,89.58,Horas
2024-08,Oficial 069,Sucursal 23,Eficiencia,Clientes atendidos por hora,89.01,Horas
2024-08,Oficial 069,Sucursal 23,Eficiencia,Tasa de errores,82.98,%
2024-08,Oficial 069,Sucursal 23,Calidad,Revisión manual necesaria,84.44,Horas
2024-08,Oficial 069,Sucursal 23,Calidad,Tasa de rechazo,72.85,%
2024-08,Oficial 069,Sucursal 23,Calidad,Cumplimiento de normativa,77.02,Horas
2024-08,Oficial 069,Sucursal 23,Experiencia,Satisfacción del cliente,62.46,Puntos
2024-08,Oficial 069,Sucursal 23,Experiencia,Tasa de reclamos,84.4,%
2024-08,Oficial 069,Sucursal 23,Experiencia,Tiempo de espera,74.51,Horas
2024-08,Oficial 070,Sucursal 24,Eficiencia,Tiempo de procesamiento,63.01,Horas
2024-08,Oficial 070,Sucursal 24,Eficiencia,Clientes atendidos por hora,64.59,Horas
2024-08,Oficial 070,Sucursal 24,Eficiencia,Tasa de errores,63.37,%
2024-08,Oficial 070,Sucursal 24,Calidad,Revisión manual necesaria,60.56,Horas
2024-08,Oficial 070,Sucursal 24,Calidad,Tasa de rechazo,62.08,%
2024-08,Oficial 070,Sucursal 24,Calidad,Cumplimiento de normativa,92.7,Horas
2024-08,Oficial 070,Sucursal 24,Experiencia,Satisfacción del cliente,99.05,Puntos
2024-08,Oficial 070,Sucursal 24,Experiencia,Tasa de reclamos,61.89,%
2024-08,Oficial 070,Sucursal 24,Experiencia,Tiempo de espera,84.08,Horas
2024-08,Oficial 071,Sucursal 24,Eficiencia,Tiempo de procesamiento,67.25,Horas
2024-08,Oficial 071,Sucursal 24,Eficiencia,Clientes atendidos por hora,60.01,Horas
2024-08,Oficial 071,Sucursal 24,Eficiencia,Tasa de errores,77.0,%
2024-08,Oficial 071,Sucursal 24,Calidad,Revisión manual necesaria,67.48,Horas
2024-08,Oficial 071,Sucursal 24,Calidad,Tasa de rechazo,91.46,%
2024-08,Oficial 071,Sucursal 24,Calidad,Cumplimiento de normativa,89.25,Horas
2024-08,Oficial 071,Sucursal 24,Experiencia,Satisfacción del cliente,61.81,Puntos
2024-08,Oficial 071,Sucursal 24,Experiencia,Tasa de reclamos,71.21,%
2024-08,Oficial 071,Sucursal 24,Experiencia,Tiempo de espera,93.91,Horas
2024-08,Oficial 072,Sucursal 24,Eficiencia,Tiempo de procesamiento,77.97,Horas
2024-08,Oficial 072,Sucursal 24,Eficiencia,Clientes atendidos por hora,72.98,Horas
2024-08,Oficial 072,Sucursal 24,Eficiencia,Tasa de errores,83.2,%
2024-08,Oficial 072,Sucursal 24,Calidad,Revisión manual necesaria,70.97,Horas
2024-08,Oficial 072,Sucursal 24,Calidad,Tasa de rechazo,98.0,%
2024-08,Oficial 072,Sucursal 24,Calidad,Cumplimiento de normativa,73.9,Horas
2024-08,Oficial 072,Sucursal 24,Experiencia,Satisfacción del cliente,70.99,Puntos
2024-08,Oficial 072,Sucursal 24,Experiencia,Tasa de reclamos,62.45,%
2024-08,Oficial 072,Sucursal 24,Experiencia,Tiempo de espera,89.93,Horas
2024-08,Procesamiento Comercial,Casa Matriz,Eficiencia,Tiempo de procesamiento,83.31,Horas
2024-08,Procesamiento Comercial,Casa Matriz,Eficiencia,Clientes atendidos por hora,76.61,Horas
2024-08,Procesamiento Comercial,Casa Matriz,Eficiencia,Tasa de errores,92.83,%
2024-08,Procesamiento Comercial,Casa Matriz,Calidad,Revisión manual necesaria,95.46,Horas
2024-08,Procesamiento Comercial,Casa Matriz,Calidad,Tasa de rechazo,78.14,%
2024-08,Procesamiento Comercial,Casa Matriz,Calidad,Cumplimiento de normativa,80.39,Horas
2024-08,Procesamiento Comercial,Casa Matriz,Experiencia,Satisfacción del cliente,86.86,Puntos
2024-08,Procesamiento Comercial,Casa Matriz,Experiencia,Tasa de reclamos,96.67,%
2024-08,Procesamiento Comercial,Casa Matriz,Experiencia,Tiempo de espera,92.99,Horas
2024-09,Oficial 001,Sucursal 01,Eficiencia,Tiempo de procesamiento,93.77,Horas
2024-09,Oficial 001,Sucursal 01,Eficiencia,Clientes atendidos por hora,64.76,Horas
2024-09,Oficial 001,Sucursal 01,Eficiencia,Tasa de errores,80.88,%
2024-09,Oficial 001,Sucursal 01,Calidad,Revisión manual necesaria,75.14,Horas
2024-09,Oficial 001,Sucursal 01,Calidad,Tasa de rechazo,69.38,%
2024-09,Oficial 001,Sucursal 01,Calidad,Cumplimiento de normativa,79.18,Horas
2024-09,Oficial 001,Sucursal 01,Experiencia,Satisfacción del cliente,87.01,Puntos
2024-09,Oficial 001,Sucursal 01,Experiencia,Tasa de reclamos,74.04,%
2024-09,Oficial 001,Sucursal 01,Experiencia,Tiempo de espera,76.46,Horas
2024-09,Oficial 002,Sucursal 01,Eficiencia,Tiempo de procesamiento,95.52,Horas
2024-09,Oficial 002,Sucursal 01,Eficiencia,Clientes atendidos por hora,85.68,Horas
2024-09,Oficial 002,Sucursal 01,Eficiencia,Tasa de errores,76.24,%
2024-09,Oficial 002,Sucursal 01,Calidad,Revisión manual necesaria,83.72,Horas
2024-09,Oficial 002,Sucursal 01,Calidad,Tasa de rechazo,87.34,%
2024-09,Oficial 002,Sucursal 01,Calidad,Cumplimiento de normativa,61.51,Horas
2024-09,Oficial 002,Sucursal 01,Experiencia,Satisfacción del cliente,94.2,Puntos
2024-09,Oficial 002,Sucursal 01,Experiencia,Tasa de reclamos,61.44,%
2024-09,Oficial 002,Sucursal 01,Experiencia,Tiempo de espera,87.89,Horas
2024-09,Oficial 003,Sucursal 01,Eficiencia,Tiempo de procesamiento,75.21,Horas
2024-09,Oficial 003,Sucursal 01,Eficiencia,Clientes atendidos por hora,73.09,Horas
2024-09,Oficial 003,Sucursal 01,Eficiencia,Tasa de errores,69.23,%
2024-09,Oficial 003,Sucursal 01,Calidad,Revisión manual necesaria,70.31,Horas
2024-09,Oficial 003,Sucursal 01,Calidad,Tasa de rechazo,82.86,%
2024-09,Oficial 003,Sucursal 01,Calidad,Cumplimiento de normativa,89.18,Horas
2024-09,Oficial 003,Sucursal 01,Experiencia,Satisfacción del cliente,88.61,Puntos
2024-09,Oficial 003,Sucursal 01,Experiencia,Tasa de reclamos,65.13,%
2024-09,Oficial 003,Sucursal 01,Experiencia,Tiempo de espera,66.57,Horas
2024-09,Oficial 004,Sucursal 02,Eficiencia,Tiempo de procesamiento,66.2,Horas
2024-09,Oficial 004,Sucursal 02,Eficiencia,Clientes atendidos por hora,84.28,Horas
2024-09,Oficial 004,Sucursal 02,Eficiencia,Tasa de errores,62.74,%
2024-09,Oficial 004,Sucursal 02,Calidad,Revisión manual necesaria,88.53,Horas
2024-09,Oficial 004,Sucursal 02,Calidad,Tasa de rechazo,75.36,%
2024-09,Oficial 004,Sucursal 02,Calidad,Cumplimiento de normativa,65.93,Horas
2024-09,Oficial 004,Sucursal 02,Experiencia,Satisfacción del cliente,91.93,Puntos
2024-09,Oficial 004,Sucursal 02,Experiencia,Tasa de reclamos,66.26,%
2024-09,Oficial 004,Sucursal 02,Experiencia,Tiempo de espera,63.75,Horas
2024-09,Oficial 005,Sucursal 02,Eficiencia,Tiempo de procesamiento,61.45,Horas
2024-09,Oficial 005,Sucursal 02,Eficiencia,Clientes atendidos por hora,65.4,Horas
2024-09,Oficial 005,Sucursal 02,Eficiencia,Tasa de errores,61.74,%
2024-09,Oficial 005,Sucursal 02,Calidad,Revisión manual necesaria,67.66,Horas
2024-09,Oficial 005,Sucursal 02,Calidad,Tasa de rechazo,81.33,%
2024-09,Oficial 005,Sucursal 02,Calidad,Cumplimiento de normativa,78.34,Horas
2024-09,Oficial 005,Sucursal 02,Experiencia,Satisfacción del cliente,67.52,Puntos
2024-09,Oficial 005,Sucursal 02,Experiencia,Tasa de reclamos,61.42,%
2024-09,Oficial 005,Sucursal 02,Experiencia,Tiempo de espera,65.75,Horas
2024-09,Oficial 006,Sucursal 02,Eficiencia,Tiempo de procesamiento,81.96,Horas
2024-09,Oficial 006,Sucursal 02,Eficiencia,Clientes atendidos por hora,64.79,Horas
2024-09,Oficial 006,Sucursal 02,Eficiencia,Tasa de errores,66.98,%
2024-09,Oficial 006,Sucursal 02,Calidad,Revisión manual necesaria,75.26,Horas
2024-09,Oficial 006,Sucursal 02,Calidad,Tasa de rechazo,99.45,%
2024-09,Oficial 006,Sucursal 02,Calidad,Cumplimiento de normativa,77.05,Horas
2024-09,Oficial 006,Sucursal 02,Experiencia,Satisfacción del cliente,92.41,Puntos
2024-09,Oficial 006,Sucursal 02,Experiencia,Tasa de reclamos,77.14,%
2024-09,Oficial 006,Sucursal 02,Experiencia,Tiempo de espera,66.85,Horas
2024-09,Oficial 007,Sucursal 03,Eficiencia,Tiempo de procesamiento,90.49,Horas
2024-09,Oficial 007,Sucursal 03,Eficiencia,Clientes atendidos por hora,90.24,Horas
2024-09,Oficial 007,Sucursal 03,Eficiencia,Tasa de errores,65.25,%
2024-09,Oficial 007,Sucursal 03,Calidad,Revisión manual necesaria,76.41,Horas
2024-09,Oficial 007,Sucursal 03,Calidad,Tasa de rechazo,62.35,%
2024-09,Oficial 007,Sucursal 03,Calidad,Cumplimiento de normativa,65.34,Horas
2024-09,Oficial 007,Sucursal 03,Experiencia,Satisfacción del cliente,77.8,Puntos
2024-09,Oficial 007,Sucursal 03,Experiencia,Tasa de reclamos,71.15,%
2024-09,Oficial 007,Sucursal 03,Experiencia,Tiempo de espera,66.52,Horas
2024-09,Oficial 008,Sucursal 03,Eficiencia,Tiempo de procesamiento,68.38,Horas
2024-09,Oficial 008,Sucursal 03,Eficiencia,Clientes atendidos por hora,81.35,Horas
2024-09,Oficial 008,Sucursal 03,Eficiencia,Tasa de errores,89.58,%
2024-09,Oficial 008,Sucursal 03,Calidad,Revisión manual necesaria,93.99,Horas
2024-09,Oficial 008,Sucursal 03,Calidad,Tasa de rechazo,76.77,%
2024-09,Oficial 008,Sucursal 03,Calidad,Cumplimiento de normativa,64.16,Horas
2024-09,Oficial 008,Sucursal 03,Experiencia,Satisfacción del cliente,94.48,Puntos
2024-09,Oficial 008,Sucursal 03,Experiencia,Tasa de reclamos,94.62,%
2024-09,Oficial 008,Sucursal 03,Experiencia,Tiempo de espera,86.2,Horas
2024-09,Oficial 009,Sucursal 03,Eficiencia,Tiempo de procesamiento,79.13,Horas
2024-09,Oficial 009,Sucursal 03,Eficiencia,Clientes atendidos por hora,97.77,Horas
2024-09,Oficial 009,Sucursal 03,Eficiencia,Tasa de errores,81.19,%
2024-09,Oficial 009,Sucursal 03,Calidad,Revisión manual necesaria,91.63,Horas
2024-09,Oficial 009,Sucursal 03,Calidad,Tasa de rechazo,64.04,%
2024-09,Oficial 009,Sucursal 03,Calidad,Cumplimiento de normativa,76.86,Horas
2024-09,Oficial 009,Sucursal 03,Experiencia,Satisfacción del cliente,61.23,Puntos
2024-09,Oficial 009,Sucursal 03,Experiencia,Tasa de reclamos,93.88,%
2024-09,Oficial 009,Sucursal 03,Experiencia,Tiempo de espera,80.96,Horas
2024-09,Oficial 010,Sucursal 04,Eficiencia,Tiempo de procesamiento,69.9,Horas
2024-09,Oficial 010,Sucursal 04,Eficiencia,Clientes atendidos por hora,74.68,Horas
2024-09,Oficial 010,Sucursal 04,Eficiencia,Tasa de errores,62.43,%
2024-09,Oficial 010,Sucursal 04,Calidad,Revisión manual necesaria,89.66,Horas
2024-09,Oficial 010,Sucursal 04,Calidad,Tasa de rechazo,74.68,%
2024-09,Oficial 010,Sucursal 04,Calidad,Cumplimiento de normativa,85.73,Horas
2024-09,Oficial 010,Sucursal 04,Experiencia,Satisfacción del cliente,97.06,Puntos
2024-09,Oficial 010,Sucursal 04,Experiencia,Tasa de reclamos,70.09,%
2024-09,Oficial 010,Sucursal 04,Experiencia,Tiempo de espera,61.5,Horas
2024-09,Oficial 011,Sucursal 04,Eficiencia,Tiempo de procesamiento,84.88,Horas
2024-09,Oficial 011,Sucursal 04,Eficiencia,Clientes atendidos por hora,65.19,Horas
2024-09,Oficial 011,Sucursal 04,Eficiencia,Tasa de errores,78.85,%
2024-09,Oficial 011,Sucursal 04,Calidad,Revisión manual necesaria,91.34,Horas
2024-09,Oficial 011,Sucursal 04,Calidad,Tasa de rechazo,67.92,%
2024-09,Oficial 011,Sucursal 04,Calidad,Cumplimiento de normativa,93.95,Horas
2024-09,Oficial 011,Sucursal 04,Experiencia,Satisfacción del cliente,82.99,Puntos
2024-09,Oficial 011,Sucursal 04,Experiencia,Tasa de reclamos,94.63,%
2024-09,Oficial 011,Sucursal 04,Experiencia,Tiempo de espera,62.64,Horas
2024-09,Oficial 012,Sucursal 04,Eficiencia,Tiempo de procesamiento,90.71,Horas
2024-09,Oficial 012,Sucursal 04,Eficiencia,Clientes atendidos por hora,65.84,Horas
2024-09,Oficial 012,Sucursal 04,Eficiencia,Tasa de errores,89.62,%
2024-09,Oficial 012,Sucursal 04,Calidad,Revisión manual necesaria,79.12,Horas
2024-09,Oficial 012,Sucursal 04,Calidad,Tasa de rechazo,93.55,%
2024-09,Oficial 012,Sucursal 04,Calidad,Cumplimiento de normativa,95.59,Horas
2024-09,Oficial 012,Sucursal 04,Experiencia,Satisfacción del cliente,77.82,Puntos
2024-09,Oficial 012,Sucursal 04,Experiencia,Tasa de reclamos,72.85,%
2024-09,Oficial 012,Sucursal 04,Experiencia,Tiempo de espera,66.64,Horas
2024-09,Oficial 013,Sucursal 05,Eficiencia,Tiempo de procesamiento,67.0,Horas
2024-09,Oficial 013,Sucursal 05,Eficiencia,Clientes atendidos por hora,87.0,Horas
2024-09,Oficial 013,Sucursal 05,Eficiencia,Tasa de errores,82.31,%
2024-09,Oficial 013,Sucursal 05,Calidad,Revisión manual necesaria,69.36,Horas
2024-09,Oficial 013,Sucursal 05,Calidad,Tasa de rechazo,71.98,%
2024-09,Oficial 013,Sucursal 05,Calidad,Cumplimiento de normativa,74.3,Horas
2024-09,Oficial 013,Sucursal 05,Experiencia,Satisfacción del cliente,84.59,Puntos
2024-09,Oficial 013,Sucursal 05,Experiencia,Tasa de reclamos,60.53,%
2024-09,Oficial 013,Sucursal 05,Experiencia,Tiempo de espera,81.75,Horas
2024-09,Oficial 014,Sucursal 05,Eficiencia,Tiempo de procesamiento,66.88,Horas
2024-09,Oficial 014,Sucursal 05,Eficiencia,Clientes atendidos por hora,62.04,Horas
2024-09,Oficial 014,Sucursal 05,Eficiencia,Tasa de errores,95.49,%
2024-09,Oficial 014,Sucursal 05,Calidad,Revisión manual necesaria,63.05,Horas
2024-09,Oficial 014,Sucursal 05,Calidad,Tasa de rechazo,91.93,%
2024-09,Oficial 014,Sucursal 05,Calidad,Cumplimiento de normativa,78.77,Horas
2024-09,Oficial 014,Sucursal 05,Experiencia,Satisfacción del cliente,84.37,Puntos
2024-09,Oficial 014,Sucursal 05,Experiencia,Tasa de reclamos,90.33,%
2024-09,Oficial 014,Sucursal 05,Experiencia,Tiempo de espera,88.49,Horas
2024-09,Oficial 015,Sucursal 05,Eficiencia,Tiempo de procesamiento,99.01,Horas
